item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender
,Joe Musyimi Mutambu,Q5251223,Wiper democratic Movement Kenya,,Mwingi Central,,,male
,Joel Onyancha,Q7193584,The National Alliance,,Bomachoge Borabu,,,male
Q47493962,Johana Ngeno Kipyegon,Q6392670,Kenya National Congress,,Emurua Dikirr,,,female
,John Bomet Serut,Q327591,Independent,,Mt. Elgon,,,male
,John Karanja Kihagi,Q7193584,The National Alliance,,Naivasha,,,male
Q47495147,John Lodepe Nakara,Q7889105,United Republican Party,,Turkana Central,,,male
Q6799567,John Mbadi Ng'ong'o,Q1640905,Orange Democratic Movement,,Suba,,,male
Q47494735,John Muchiri Nyaga,Q7193584,The National Alliance,,Manyatta,,,male
,John Muriithi Waiganjo,Q7193584,The National Alliance,,Ol Joro Orok,,,male
Q6250396,John Ndirangu Kariuki,Q7193584,The National Alliance,,Embakasi Central,,,male
,John Njoroge Chege,Q7193584,The National Alliance,,Kasarani,,,male
,John Ogutu Omondi,Q1640905,Orange Democratic Movement,,Embakasi East,,,male
Q6251185,John Olago Aluoch,Q5473121,Ford Kenya,,Kisumu West,,,male
Q47494200,John Oroo Oyioka,Q1422517,Kenya African National Union,,Bonchari,2013-09-23,2014-06-01,male
,John Owuor Onyango Kobado,Q1640905,Orange Democratic Movement,,Uriri,,,male
Q47494847,John Sakwa Bunyasi,Q7887687,United Democratic Forum Party,,Nambale,,,male
Q47495024,John Waluke Koyi,Q1640905,Orange Democratic Movement,,Sirisia,,,male
Q8068252,John Zebedeo Opore,Q5473122,Ford People,,Bonchari,2014-06-01,,male
,Johnson Arthur Sakaja,Q327591,Independent,,,,,male
Q47494819,Johnson Manya Naicca,Q1640905,Orange Democratic Movement,,Mumias West,,,male
,Jonathan Lelelit Lati,Q7889105,United Republican Party,,Samburu West,,,male
Q47495180,Jones Mwagogo Mlolwa,Q1640905,Orange Democratic Movement,,Voi,,,male
Q47494470,Joseph Kirui Limo,Q7889105,United Republican Party,,Kipkelion East,,,male
Q16499778,Joseph Lemasolai Lekuton,Q1640905,Orange Democratic Movement,,Laisamis,,,male
,Joseph M'eruaki M'uthari,Q7193584,The National Alliance,,Igembe North,,,male
,Joseph Mburu Kahangara,Q7193584,The National Alliance,,Lari,,,male
Q16730905,Joseph Nganga Kiuna,Q7193584,The National Alliance,,Njoro,,,male
,Joseph Ngugi Nyumu,Q327591,Independent,,Gatundu South,,2014-05-01,male
,Joseph Obiero Ndiege,Q1640905,Orange Democratic Movement,,Suna West,,,male
Q6285990,Joseph Oyugi Magwanga,Q1640905,Orange Democratic Movement,,Kasipul,,,male
,Joseph Samal Lomwa,Q7889105,United Republican Party,,Isiolo North,,,male
Q47494350,Joseph Wathigo Manje,Q7193584,The National Alliance,,Kajiado North,,,male
Q47494872,Joshua Aduma Owuor,Q1640905,Orange Democratic Movement,,Nyakach,,,male
Q47490076,Joyce Akai Emanikor,Q7889105,United Republican Party,,Turkana,,,female
,Joyce Wanjalah Lay,Q1640905,Orange Democratic Movement,,Taita Taveta,,,female
Q47494354,Judah ole Metito,Q7193584,The National Alliance,,Kajiado South,,,male
Q47494407,Jude L. Kangethe Njomo,Q7193584,The National Alliance,,Kiambu,,,male
Q47495140,Julius Kibiwott Melly,Q7889105,United Republican Party,,Tinderet,,,male
,Julius Ndegwa Kariuki,Q6392670,Kenya National Congress,,Lamu West,,,male
Q47495084,Junet Sheikh Nuh,Q1640905,Orange Democratic Movement,,Suna East,,,male
,Justice Kipsang Kemei,Q7889105,United Republican Party,,Sigowet/Soin,,,male
Q6343844,Kabando wa Kabando,Q7193584,The National Alliance,,Mukurweini,,,male
Q47495046,Kathuri Murungi,Q7193584,The National Alliance,,South Imenti,,,male
,Ken Obura Mirenga,Q1640905,Orange Democratic Movement,,Kisumu Central,,,male
Q47494410,Kenneth Odhiambo Okoth,Q1640905,Orange Democratic Movement,,Kibra,,,male
Q18388019,Khatib Abdallah Mwashetani,Q5473121,Ford Kenya,,Lunga Lunga,,,male
Q47494946,Kipruto Moi,Q1422517,Kenya African National Union,,Rongai,,,male
Q47493913,Korei Ole Lemein,Q7889105,United Republican Party,,Narok South,,,male
,Lawrence Mpuru Aburi,Q1640905,Orange Democratic Movement,,Tigania East,,,male
Q47494853,Lemanken Aramat,Q7889105,United Republican Party,,Narok East,,,male
,Leonard Kipkosgei Sang,Q7889105,United Republican Party,,Bureti,,,male
,Lisamula Silverse Anami,Q1640905,Orange Democratic Movement,,Shinyalu,,,male
Q47494925,Losiakou David Pkosing,Q7889105,United Republican Party,,Pokot South,,,male
Q6285933,MAJ GEN (rtd) Joseph Nkaissery,Q327591,Independent,,Kajiado Central,,2014-12-02,male
,Mahbub Fathia,Q7889105,United Republican Party,,Mandera,,,female
Q47490069,Maison Leshoomo,Q7193584,The National Alliance,,Samburu,,,female
,Manson Nyamweya,Q1640905,Orange Democratic Movement,,South Mugirango,,,male
,Marcus Mutua Muluvi,Q5251223,Wiper democratic Movement Kenya,,Kitui East,,,male
Q47494339,Mark Lomunokol,Q7889105,United Republican Party,,Kacheliba,,,male
,Mary Emaase Otuch,Q7889105,United Republican Party,,Teso South,,,female
,Mary Njoki G Mbugua,Q7193584,The National Alliance,,Nakuru,,,female
,Mary Sally Keraa,Q1640905,Orange Democratic Movement,,Kisii,,,female
,Mary Wambui Munene,Q7193584,The National Alliance,,Othaya,,,female
,Mary Yiane Seneta,Q7193584,The National Alliance,,Kajiado,,,female
,Mathew Lekidime Lempurkel,Q1640905,Orange Democratic Movement,,Laikipia North,,,male
Q47494619,Mathias Nyamabe Robi,Q7889105,United Republican Party,,Kuria West,,,male
,Maweu Kyengo Katatha,Q22666212,The Independent Party,,Kangundo,,,male
,Michael Aringo Onyura,Q22666177,Federal Party of Kenya,,Butula,,,male
,Michael Manthi Kisoi,Q5251223,Wiper democratic Movement Kenya,,Mbooni,,,male
Q47495077,Millie Grace Akoth Odhiambo Mabona,Q1640905,Orange Democratic Movement,,Mbita,,,female
Q47494664,Mishi Juma Khamisi,Q1640905,Orange Democratic Movement,,Mombasa,,,female
,Mohamed Abdi Haji Mohamed,Q7889105,United Republican Party,,Banissa,,,male
,Mohamed Adan Huka,Q7889105,United Republican Party,,Mandera South,,,male
Q6891260,Mohamed Ibrahim Elmi,Q327591,Independent,,Tarbaj,,,male
,Mohamed Muktar Shidiye,Q7193584,The National Alliance,,Lagdera,,,male
Q47494557,Moses Kipkemboi Cheboi,Q1422517,Kenya African National Union,,Kuresoi North,,,male
Q22278744,Moses Kuria,Q7193584,The National Alliance,,Gatundu South,2014-08-01,,male
Q16731419,Moses Lessonet,Q7889105,United Republican Party,,Eldama Ravine,,,male
Q47494713,Moses Malulu Injendi,Q22666315,Maendeleo Democratic Party,,Malava,,,male
,Moses Somoine ole Sakuda,Q7193584,The National Alliance,,Kajiado West,,,male
Q6944629,Mwalimu Masoud Mwahima,Q1640905,Orange Democratic Movement,,Likoni,,,male
,Mwinga Gunga Chea,Q22666182,Kenya African Democratic Union - Asili,,Kaloleni,,,male
,Nasra Ibrahim Ibren,Q1640905,Orange Democratic Movement,,Marsabit,,,female
Q6990527,Nelson Ributhi Gaichuhie,Q7193584,The National Alliance,,Subukia,,,male
,Nicholas Ngikor Nixon,Q5473121,Ford Kenya,,Turkana East,,,male
Q7071124,Nyiva Mwendwa,Q5251223,Wiper democratic Movement Kenya,,Kitui,,,female
Q47493923,Omar Mwinyi Shimbwa,Q1640905,Orange Democratic Movement,,Changamwe,,,male
Q47493992,Onesmas Kimani Ngunjiri,Q7193584,The National Alliance,,Bahati,,,male
,Onesmus Muthomi Njuki,Q15980825,Alliance Party of Kenya,,Chuka/Igambang'ombe,,,male
Q47494377,Oscar Kipchumba Sudi,Q7889105,United Republican Party,,Kapseret,,,male
,Patrick Keturet Ole Ntutu,Q7889105,United Republican Party,,Narok West,,,male
Q47494776,Patrick Makau King'ola,Q5251223,Wiper democratic Movement Kenya,,Mavoko,,,male
,Patrick Wangamati,Q5473121,Ford Kenya,,,,,male
Q47493974,Paul Arati Simba,Q1640905,Orange Democratic Movement,,Dagoretti North,,,male
,Paul Kipchirchir Bii,Q7889105,United Republican Party,,Chepalungu,,,male
Q47494404,Paul Koinange,Q7193584,The National Alliance,,Kiambaa,,,male
Q16886147,Peris Pesi Tobiko,Q7193584,The National Alliance,,Kajiado East,,,female
Q7173815,Peter Edick Omondi Anyanga,Q1640905,Orange Democratic Movement,,Nyatike,,,male
,Peter Kamande Mwangi,Q7193584,The National Alliance,,Maragwa,,,male
Q7176115,Peter Njoroge Baiya,Q7193584,The National Alliance,,Githunguri,,,male
Q7176118,Peter Njuguna Gitau,Q7193584,The National Alliance,,Mwea,,,male
,Peter Safari Shehe,Q22666177,Federal Party of Kenya,,Ganze,,,male
,Peter Weru Kinyua,Q3130920,National Rainbow Coalition,,Mathira,,,male
,Philip Lotiolo Ruto Rotino,Q7889105,United Republican Party,,Sigor,,,male
,Priscilla Nyokabi Kanyua,Q7193584,The National Alliance,,Nyeri,,,female
,Protus Ewesit Akujah,Q1640905,Orange Democratic Movement,,Loima,,,male
,Rachel Ameso Amolo,Q1640905,Orange Democratic Movement,,Kakamega,,,female
,Rachel Wambui Shebesh,Q7193584,The National Alliance,,Nairobi,,,female
Q7293983,Raphael Lakalei Letimalo,Q7193584,The National Alliance,,Samburu East,,,male
,Raphael Milikau Otaalo,Q1640905,Orange Democratic Movement,,Lurambi,,,male
,Rashid Juma Bedzimba,Q1640905,Orange Democratic Movement,,Kisauni,,,male
,Regina Nthambi Muia,Q5251223,Wiper democratic Movement Kenya,,Kilome,,,female
,Regina Nyeris Changorok,Q7889105,United Republican Party,,West Pokot,,,female
Q6943746,Rev. Mutava Musyimi,Q7193584,The National Alliance,,Mbeere South,,,male
,Richard Makenga Katemi,Q5251223,Wiper democratic Movement Kenya,,Kaiti,,,male
Q47493933,Richard Moitalel ole Kenta,Q7193584,The National Alliance,,Narok North,,,male
Q47494882,Richard Nyagaka Tongi,Q5251223,Wiper democratic Movement Kenya,,Nyaribari Chache,2013-12-01,,male
Q7327862,Richard Onyonka,Q1640905,Orange Democratic Movement,,Kitutu Chache South,,,male
,Roba Duba Bonaya,Q7887687,United Democratic Forum Party,,Moyale,,,male
Q19604826,Robert Mbui,Q5251223,Wiper democratic Movement Kenya,,Kathiani,,,male
Q18098773,Robert Pukose,Q7889105,United Republican Party,,Endebess,,,male
Q47494197,Ronald Kiprotich Tonui,Q7889105,United Republican Party,,Bomet Central,,,male
Q47490054,Rose Museo Mumo,Q5251223,Wiper democratic Movement Kenya,,Makueni,,,female
,Rose Nyamunga,Q1640905,Orange Democratic Movement,,Kisumu,,,female
,Rose Rwamba Mitaru,Q7193584,The National Alliance,,Embu,,,female
Q47490064,Roselinda Soipan Tuya,Q7889105,United Republican Party,,Narok,,,female
Q16214164,Sabina Wanjiru Chege,Q7193584,The National Alliance,,Murang'a,,,female
,Salim Idd Mustafa,Q1640905,Orange Democratic Movement,,Kilifi South,,,male
,Sammy Cheruiyot Koech,Q7889105,United Republican Party,,Konoin,,,male
Q7409808,Sammy Mwaita,Q7889105,United Republican Party,,Baringo Central,,,male
Q47493930,Samuel Arama,Q1640905,Orange Democratic Movement,,Nakuru Town West,,,male
,Samuel Gonzi Rai,Q7193584,The National Alliance,,Kinango,,,male
,Samuel Kamunye Gichigi,Q15980825,Alliance Party of Kenya,,Kipipiri,,,male
,Samuel Kiprono Chepkonga,Q7889105,United Republican Party,,Ainabkoi,,,male
,Samuel Mathenge Ndiritu,Q7193584,The National Alliance,,Gilgil,,,male
Q18207112,Samuel Moroto,Q1422517,Kenya African National Union,,Kapenguria,,,male
Q47494639,Sara Paulata Korere,Q7889105,United Republican Party,,,,,female
,Shaaban Ali Isaack,Q7889105,United Republican Party,,Lafey,,,male
,Shadrack Roger Mwita Manga,Q1422517,Kenya African National Union,,Kuria East,,,male
Q4696013,Shakeel Shabbir,Q1640905,Orange Democratic Movement,,Kisumu East,,,male
,Shakila Abdalla,Q5251223,Wiper democratic Movement Kenya,,Lamu,,,female
Q47494644,Shariff Athman Ali,Q7887687,United Democratic Forum Party,,Lamu East,,,male
Q17198176,Shukran Hussein Gure,Q5251223,Wiper democratic Movement Kenya,,Garissa,,,female
Q47494792,Silas Kipkoech Tiren,Q7889105,United Republican Party,,Moiben,,,male
,Silvance Osele Onyango,Q1640905,Orange Democratic Movement,,Kabondo Kasipul,,,male
,Stephen Kengere Manoti,Q5473122,Ford People,,Bobasi,,,male
,Stephen Kinyanjui Mburu Kk,Q7193584,The National Alliance,,Kinangop,,,male
,Stephen Kirwa Bitok,Q7889105,United Republican Party,,Mosop,,,male
Q47494770,Stephen Mutinda Mule,Q5251223,Wiper democratic Movement Kenya,,Matungulu,,,male
,Stephen Wachira Karani,Q7193584,The National Alliance,,Laikipia West,,,male
,Steven Kariuki,Q1640905,Orange Democratic Movement,,Mathare,2014-08-11,,male
Q47493967,Suleiman Dori Ramadhani,Q1640905,Orange Democratic Movement,,Msambweni,,,male
,Suleiman Murunga Kasuti,Q5473121,Ford Kenya,,Kimilili,,,male
Q16842239,Sunjeev Kour Birdi,Q7889105,United Republican Party,,,,,female
,Susan Kipketer Chebet,Q7889105,United Republican Party,,Elgeyo-Marakwet,,,female
Q7791963,Thomas Mwadeghu,Q1640905,Orange Democratic Movement,,Wundanyi,,,male
,Timothy Moseti . E Bosire,Q1640905,Orange Democratic Movement,,Kitutu Masaba,,,male
Q23887512,Timothy Wanyonyi Wetangula,Q1640905,Orange Democratic Movement,,Westlands,,,male
,Tirus Nyingi Ngahu,Q7193584,The National Alliance,,Kangema,,,male
,Tiyah Galgalo Ali,Q7193584,The National Alliance,,Isiolo,,,female
Q47494960,Tom Joseph Kajwang',Q1640905,Orange Democratic Movement,,Ruaraka,,,male
Q7926175,Victor Kioko Munyaka,Q5069325,Chama Cha Uzalendo,,Machakos Town,,,male
Q47494824,Vincent Musyoka Musau,Q5069325,Chama Cha Uzalendo,,Mwala,,,male
,Wanjiku Muhia,Q7193584,The National Alliance,,Nyandarua,,,female
Q7972008,Washington Jakoyo Midiwo,Q1640905,Orange Democratic Movement,,Gem,,,male
Q447119,Wesley Kipchumba Korir,Q327591,Independent,,Cherangany,,,male
Q8000077,Wilber Ottichilo Khasilwa,Q1640905,Orange Democratic Movement,,Emuhaya,,,male
Q47494929,William Kamoti Mwamkale,Q1640905,Orange Democratic Movement,,Rabai,,,male
Q47494748,William Kipkemoi Kisang,Q7889105,United Republican Party,,Marakwet West,,,male
Q8014046,William Kipkiror,Q7889105,United Republican Party,,Baringo North,,,male
,William Maina Kamanda,Q7193584,The National Alliance,,Starehe,,,male
,Winnie Karimi Njuguna,Q7193584,The National Alliance,,Kirinyaga,,,female
Q4664957,Yusuf Hassan Abdi,Q7193584,The National Alliance,,Kamukunji,,,male
Q8061937,Yusuf Kifuma Chanzu,Q7887687,United Democratic Forum Party,,Vihiga,,,male
,Zainab Kalekye Chidzuga,Q1640905,Orange Democratic Movement,,Kwale,,,female
Q8065041,Zakayo Kipkemoi Cheruiyot,Q7889105,United Republican Party,,Kuresoi South,,,male
,Zipporah Jesang Kurgat Kering,Q7889105,United Republican Party,,Nandi,,,female
Q47490050,Zulekha Juma Hassan,Q1640905,Orange Democratic Movement,,,,,female
